Sample Index, EXG Channel 0
10541,229123.0
10549,228862.0
10557,229247.0
10569,228906.0
10578,229163.0
10590,229394.0
10598,229343.0
10611,229644.0
10619,229207.0
10631,229236.0
10639,229215.0
10647,225670.0
10660,225297.0
10667,224962.0
10680,225675.0
10688,225748.0
10700,225911.0
10709,225920.0
10721,225653.0
10729,226036.0
10737,225937.0
10749,225614.0
10757,226023.0
10770,225678.0
10778,226189.0
10790,225842.0
10799,225743.0
10807,226244.0
10819,225843.0
10827,226266.0
10840,226135.0
10848,223254.0
10860,223751.0
10868,222936.0
10881,223607.0
10889,223834.0
10897,223607.0
10909,223818.0
10918,223615.0
10930,223780.0
10938,223703.0
10950,223914.0
10959,223981.0
10971,223528.0
10979,224127.0
10987,224064.0
11000,223851.0
11008,224228.0
11020,224097.0
11028,224616.0
11040,224969.0
11049,219962.0
11061,220451.0
11069,220392.0
11077,220637.0
11090,220774.0
11098,220399.0
11110,220682.0
11118,220255.0
11130,220626.0
11138,220681.0
11151,220490.0
11159,221151.0
11167,220640.0
11179,220839.0
11188,221078.0
11200,220757.0
11208,221154.0
11221,220709.0
11229,221052.0
11241,221265.0
11250,218368.0
11262,218159.0
11270,217966.0
11278,218447.0
11290,218394.0
11298,218367.0
11311,218506.0
11319,217911.0
11331,218456.0
11339,218523.0
11351,217946.0
11360,218455.0
11368,218102.0
11381,218307.0
11389,218576.0
11401,218359.0
11410,218896.0
11421,218223.0
11430,218396.0
11442,218433.0
11450,213528.0
11458,214279.0
11471,213914.0
11479,214655.0
11491,214846.0
11499,214491.0
11511,215128.0
11519,214599.0
11532,214934.0
11540,215265.0
11548,214850.0
11560,215381.0
11569,214898.0
11581,215231.0
11589,215164.0
11601,214803.0
11610,215562.0
11622,215337.0
11630,215402.0
11638,215269.0
11651,212558.0
11659,212927.0
11672,212458.0
11680,212745.0
11692,212986.0
11700,212675.0
11708,212850.0
11720,212573.0
11728,212784.0
11741,213383.0
11749,212916.0
11761,213177.0
11769,213358.0
11782,213575.0
11790,214090.0
11799,213819.0
11811,214356.0
11819,213745.0
11831,213558.0
11839,213763.0
11851,208800.0
11859,208571.0
11872,208694.0
11880,208929.0
11893,209244.0
11901,208969.0
11912,209314.0
11921,209047.0
11929,209410.0
11941,209327.0
11949,209396.0
11962,209563.0
11970,209624.0
11982,209719.0
11991,209718.0
12002,209117.0
12011,209582.0
12019,209473.0
12032,209588.0
12040,209799.0
12052,206508.0
12060,207153.0
12072,206868.0
12081,206909.0
12089,206988.0
12102,206879.0
12110,207182.0
12122,206993.0
12130,206906.0
12142,207701.0
12151,206574.0
12162,207331.0
12171,207230.0
12179,207697.0
12192,207594.0
12200,207433.0
12211,207266.0
12220,207227.0
12232,207516.0
12241,207831.0
12252,203108.0
12261,203723.0
12269,203394.0
12282,203639.0
12290,203982.0
12302,203917.0
12310,204302.0
12322,204251.0
12331,203870.0
12343,204179.0
12351,203976.0
12359,204261.0
12372,204500.0
12380,204463.0
12392,204718.0
12400,204339.0
12412,204588.0
12421,204501.0
12433,204676.0
12441,204915.0
12449,202250.0
12462,202193.0
12470,202264.0
12482,202349.0
12490,202622.0
12502,202445.0
12510,202974.0
12522,203175.0
12531,203772.0
12543,204693.0
12551,204694.0
12560,204757.0
12573,204502.0
12580,203945.0
12593,204176.0
12601,203491.0
12613,203640.0
12622,203109.0
12633,203238.0
12642,203513.0
12650,199098.0
12662,199159.0
12671,199436.0
12683,199685.0
12691,200150.0
12703,199775.0
12712,200158.0
12724,200081.0
12732,200224.0
12740,200577.0
12753,200128.0
12761,200571.0
12773,200014.0
12781,200437.0
12794,200640.0
12802,199799.0
12814,200938.0
12822,200367.0
12831,200506.0
12843,200873.0
12851,197600.0
12863,197749.0
12871,197764.0
12883,198131.0
12892,198276.0
12903,197769.0
12912,198452.0
12921,198187.0
12932,197864.0
12941,198521.0
12952,197992.0
12962,198395.0
12974,198832.0
12982,198091.0
12990,198352.0
13003,198305.0
13011,198154.0
13023,198445.0
13031,198714.0
13043,198793.0
13052,194460.0
13064,194431.0
13072,194862.0
13080,194853.0
13093,195336.0
13101,194959.0
13113,195268.0
13121,195211.0
13134,195312.0
13142,195405.0
13153,194972.0
13162,195769.0
13174,195610.0
13183,195581.0
13195,195952.0
13203,195659.0
13211,196106.0
13224,196015.0
13232,195724.0
13243,196233.0
13252,193134.0
13264,193405.0
13272,193362.0
13284,193653.0
13293,194372.0
13301,193985.0
13313,195160.0
13321,196063.0
13334,196498.0
13343,196335.0
13355,195938.0
13363,195387.0
13371,194520.0
13383,194559.0
13391,194682.0
13403,193895.0
13412,194290.0
13424,193963.0
13432,193944.0
13444,194475.0
13453,190174.0
13461,190331.0
13473,190406.0
13482,190745.0
13494,190924.0
13502,190631.0
13514,190872.0
13522,191373.0
13534,191242.0
13543,191251.0
13551,191160.0
13564,191453.0
13572,191688.0
13584,191315.0
13592,191584.0
13604,191249.0
13613,191444.0
13625,191439.0
13633,190924.0
13641,191867.0
13653,188800.0
13661,189307.0
13674,189166.0
13683,188949.0
13694,189286.0
13703,189317.0
13715,189294.0
13723,189553.0
13731,189228.0
13744,189733.0
13752,189366.0
13764,189761.0
13773,189718.0
13784,189601.0
13793,189976.0
13801,189505.0
13813,189722.0
13821,189637.0
13833,189716.0
13842,190035.0
13854,186344.0
13863,186411.0
13875,186446.0
13883,186601.0
13895,186636.0
13903,186771.0
13915,187202.0
13924,187267.0
13932,187128.0
13944,187361.0
13953,187202.0
13965,187387.0
13973,187600.0
13985,187383.0
13993,187610.0
14006,187519.0
14014,187612.0
14022,187495.0
14035,187526.0
14043,187835.0
14055,184862.0
14063,185431.0
14075,186554.0
14084,187089.0
14096,188852.0
14104,189289.0
14112,189764.0
14125,189609.0
14133,188478.0
14145,187969.0
14154,186554.0
14166,186403.0
14174,186646.0
14186,185939.0
14195,186164.0
14203,185607.0
14215,185868.0
14223,186267.0
14235,185988.0
14243,186355.0
14255,182420.0
14264,182411.0
14272,182704.0
14284,182841.0
14292,183258.0
14305,182929.0
14313,183118.0
14325,183373.0
14334,183146.0
14345,183219.0
14353,183038.0
14362,183229.0
14374,183338.0
14382,183255.0
14394,183618.0
14403,183305.0
14415,183750.0
14423,183883.0
14435,183056.0
14444,183783.0
14452,180640.0
14464,180661.0
14472,181112.0
14484,180857.0
14493,181056.0
14505,180393.0
14513,181066.0
14525,181153.0
14534,180962.0
14547,181055.0
14555,181190.0
14567,181361.0
14575,181528.0
